CG17385 TFAM
CG17385 CG33213
CG17385 Hmr
CG17385 Stat92E
CG17385 CG9883
CG17385 Dip2
CG17385 CG4936
CG17385 CG6689
CG17385 CG4730
CG17385 CG4617
CG17385 z
CG17385 CG12659
CG17385 zf30C
CG17385 CG7839
CG17385 D19B
CG17385 Sry-delta
CG17385 Chrac-16
CG17385 CG2199
CG17385 CG3227
CG17385 CG15514
CG17385 jigr1
CG17385 Sry-beta
CG17385 CTCF
CG17385 CG3281
CG17385 CG1792
CG17385 stwl
CG17385 CG5180
CG9305 CG14962
CG9305 CG9437
CG9305 CG10904
CG9305 phol
CG9305 CG6689
CG9305 CG5245
CG9305 Myb
CG9305 CTCF
CG9305 CG4707
CG9305 MBD-R2
CG9305 E2f2
CG9305 CG11723
CG1603 Mad
CG1603 chif
CG1603 CG12219
CG1603 CG17829
CG1603 woc
CG1603 dalao
CG1603 CG6654
CG1603 p53
CG1603 z
CG1603 CG8478
CG1603 Lhr
CG1603 CG7357
CG1603 CG10565
CG1603 CG18764
CG1603 CG6905
CG1603 tgo
CG1603 CG9797
CG1603 pzg
CG1603 row
CG1603 CG8944
CG1603 CG17361
CG1603 gfzf
CG1603 mod(mdg4)
CG1603 CG6683
CG1603 CG14710
CG1603 CG3995
CG1603 CG10904
CG1603 CG4936
CG1603 Ada2b
CG1603 Su(var)2-10
CG1603 lola
CG1603 MTA1-like
CG1603 CG17612
CG1603 CG8290
CG1603 polybromo
CG1603 Taf1
CG1603 stc
CG1603 Dek
CG1603 Hmr
CG1603 CG34406
CG1603 CG7928
CG1603 Sry-beta
CG1603 CG8924
CG1603 CG2116
CG1603 CG10267
CG1603 Myb
CG1603 Dp
CG1603 E(bx)
CG1603 MESR4
CG1603 CG4854
CG1603 Bap170
CG1603 CG18011
CG1603 wek
CG1603 CG4282
CG1603 CG8359
CG1603 CG1024
CG1603 ash1
CG1603 CG17359
CG1603 Su(var)2-HP2
CG1603 CG17806
CG1603 CG2199
CG1603 CG12942
CG1603 E(var)3-9
CG1603 su(Hw)
CG1603 CG12391
CG1603 CG1832
CG1603 exd
CG1603 CG11696
CG1603 Jarid2
CG1603 CG5245
CG1603 CG11970
CG1603 wdn
CG1603 CG6254
CG1603 CG4424
CG1603 CG17385
CG1603 CG10274
CG1603 CG6791
CG1603 CG12299
CG1603 CG14965
CG1603 CG7372
CG1603 YL-1
CG1603 mxc
CG1603 CG2875
CG1603 CG3847
CG1603 CG15436
